speech, Avgf0, Avgf1, Avgf2, Avgf3, Avgf4, Avgf5, Avgf6, Avgf7, Avgf8, Avgf9, Avgf10, Avgf11, Avgf12, filename
no,6.26871972214,5.30153959275,5.32772396118,5.20042035366,5.39752983867,5.76783240216,5.94433516987,6.50607022075,7.11019715068,7.76438138837,8.37477915376,9.21157834726,9.85537405112,DKITCHEN-0-ch01.wav
no,6.46641386866,5.49905676272,5.52753879728,5.38328845636,5.59781276228,5.98611332486,6.16912300608,6.7233407586,7.28019037689,7.81401561971,8.75764210209,9.38567052965,10.0190502741,DKITCHEN-0-ch02.wav
no,6.45639965264,5.46901437044,5.53959302283,5.36856594952,5.63897907414,5.99988711764,6.19608540894,6.80766588774,7.36563727572,8.06531253829,8.61597414147,9.28775518305,9.9688788972,DKITCHEN-0-ch03.wav
no,6.33363545739,5.3910781184,5.42263827732,5.2514401491,5.522876316,5.85019232549,5.96045318981,6.57525850454,7.10189274336,7.78768327094,8.46167165887,9.2533953228,9.85622867611,DKITCHEN-0-ch04.wav
no,6.65654139343,5.67112973333,5.7008846806,5.54637580942,5.80819552872,6.23001379381,6.39997859704,7.09449836872,7.59887215143,8.10818197664,9.05750737191,9.83524617573,10.3436167763,DKITCHEN-0-ch05.wav
no,6.29825097298,5.28347745432,5.2619007644,5.10062675425,5.34641635364,5.77941581493,5.98160404598,6.64591546526,7.19038311381,7.88893349713,8.63979086411,9.41662527376,10.0105693425,DKITCHEN-0-ch06.wav
no,6.38709936208,5.43365975741,5.47504606768,5.34560261962,5.59365053342,5.91558993468,6.07500713207,6.6942283514,7.30143458112,7.83203123942,8.46868147337,9.2203328205,9.79527236122,DKITCHEN-0-ch07.wav
no,6.36998170152,5.34671853375,5.34198054074,5.16741777452,5.4448559112,5.78583990418,6.01145952032,6.62210325553,7.26524210862,7.75547722561,8.31734179069,9.07500638658,9.78801676754,DKITCHEN-0-ch08.wav
no,6.70860302509,5.76209615983,5.75941325073,5.61435281681,5.90672212017,6.3198909883,6.44753386152,7.0600223042,7.53660141556,8.05774738011,8.90373552808,9.74182622614,10.3114137133,DKITCHEN-0-ch09.wav
no,6.12181246372,5.15267282598,5.16044028977,4.98607528241,5.27676538034,5.6454496468,5.83527136143,6.41390590186,6.81877887346,7.4681092137,8.18430100809,9.01438243307,9.59931328599,DKITCHEN-0-ch10.wav
no,6.23460136157,5.26792204154,5.311846951,5.17559444597,5.42123391929,5.75816809155,5.8995901285,6.47253556837,7.06310863738,7.566940338,8.39341443551,9.1005598549,9.64124267747,DKITCHEN-0-ch11.wav
no,6.13930116931,5.13123160357,5.15875304304,4.99105416951,5.32079595889,5.67647865822,5.89103776993,6.5177118961,7.19575389598,7.73356018268,8.35211917534,9.12197638752,9.80507705288,DKITCHEN-0-ch12.wav
no,6.36363494192,5.32824526115,5.2960226089,5.15776120548,5.44821786239,5.83205729455,6.05652986558,6.70499512077,7.08871017435,7.8761420571,8.47499185957,9.1570171299,9.68469306089,DKITCHEN-0-ch13.wav
no,6.37903307675,5.3164428987,5.33733085838,5.16770029202,5.44256882496,5.75562277809,5.94169834245,6.61876352128,7.04063259749,7.61514950736,8.3726780836,9.07221558002,9.76309979977,DKITCHEN-0-ch14.wav
