speech;Avgf0;Avgf1;Avgf2;Avgf3;Avgf4;Avgf5;Avgf6;Avgf7;Avgf8;Avgf9;Avgf10;Avgf11;Avgf12;filename
1;-1.7439758927;-2.77806331402;-2.33881698765;-2.51489263236;-1.80528301467;-1.44100420057;-1.00857361491;-0.365273822638;0.352954696161;0.648775769713;0.669661682335;1.14167710788;1.45428917048;0_a0001 11.wav
1;9.44990563484;5.94685623006;5.15503579764;4.32956416416;4.46878841703;4.41388854671;4.16943329541;4.6270180541;4.49670181896;4.17203974267;4.27731602347;4.60648100534;5.03416398122;0_a0001 12.wav
1;8.08679724655;7.11006013846;8.43434911057;8.33770427386;8.58794430755;8.43425835483;8.50636841025;8.93442352234;9.17530744682;9.26988190638;9.29417487399;9.75390422428;9.90918178592;0_a0001 13.wav
1;-3.14183604871;-1.25900526561;-0.489380218163;-0.928218124362;-0.0765329799638;1.07264542567;2.21424032137;2.35669354773;1.70501193905;2.10816498225;1.88504229402;1.85801730318;1.95637764188;0_a0001 18.wav
1;6.43878391081;6.23394536562;6.83097973004;6.9045863867;7.74327964481;7.98651666889;7.8618724388;7.58843811611;7.04874477892;7.29531188049;7.60271384144;8.11752545535;8.10972167823;0_a0001 20.wav
1;3.48115603313;1.18569648119;1.56506953008;1.7573219118;2.18018501461;2.8257640066;3.90521940388;4.58189161371;4.89051109761;5.23460672974;5.8398726859;5.77723023245;6.10749648361;0_a0001 6.wav
1;4.91542571131;3.74423497003;3.63581012258;3.38539821661;3.2941098269;3.60115710855;3.68318990009;4.08132722529;4.46259625862;4.81733726137;5.22351638342;5.80684213864;6.0300013525;0_a0001 8.wav
1;5.59372663389;5.36223716016;5.99870980382;6.53940211287;7.52056839664;8.11064942081;8.90523591893;9.46656979997;9.51432472115;9.5973204993;9.90435760588;10.3871611892;10.6372566148;0_a0002 12.wav
1;1.99623898375;1.01050447628;1.17062755381;1.66125749496;2.25172289336;2.58388152589;2.56912092098;3.1575061237;3.17102504722;3.34304723308;3.2395931302;3.84518708035;3.80512599313;0_a0002 13.wav
1;5.70821573084;4.14678528736;4.02562101716;3.462529137;3.83527419838;3.83288664595;3.84885889588;4.44983538985;4.1332992977;4.16996903655;4.36053288176;4.55781011128;4.97499403072;0_a0002 16.wav
