file 0_a0001 11.wav ; 13.796501611368358;316;-0.24607874459744905; 1; 
file 0_a0001 12.wav ; 51.93348388827861;338;-0.5982031001807936; 1; 
file 0_a0001 13.wav ; 58.4999171800106;340;-1.2498995907392327; 1; 
file 0_a0001 18.wav ; 14.989568337446999;702;-0.7135906661815183; 1; 
file 0_a0001 20.wav ; 48.81253962101483;488;-5.114415841798901; 1; 
file 0_a0001 6.wav ; 32.857772593789676;448;-0.7270245306169238; 1; 
file 0_a0001 8.wav ; 40.113643742470394;300;-0.26897004161049104; 1; 
file 0_a0002 12.wav ; 48.20609741677394;516;-3.418555832525855; 1; 
file 0_a0002 13.wav ; 29.89422528057384;492;-1.942902821709649; 1; 
file 0_a0002 16.wav ; 43.79482930542422;338;-0.9150125118625164; 1; 
file 0_a0002 17.wav ; 49.866755546222194;370;-1.569791759411815; 1; 
file 0_a0002 8.wav ; 26.49761201737574;338;0.18417343862502203; 1; 
file 0_a0002 9.wav ; 55.45514442118947;304;-0.2369286888965553; 1; 
file 0_a0002.wav ; 41.5331862283361;358;-3.2952067799716285; 1; 
file 0_a0003 10.wav ; 29.081920183307368;486;-1.8579460639167074; 1; 
file 0_a0003 11.wav ; 12.903796797803935;310;-2.8062236114428587; 1; 
file 0_a0003 13.wav ; 52.480366636417024;384;-4.3561628114452615; 1; 
file 0_a0003 14.wav ; 46.31172524055455;308;-0.8848846692835122; 1; 
file 0_a0003 21.wav ; 55.70346746254551;372;-3.160622359128632; 1; 
file 0_a0003 4.wav ; 28.635345041557773;308;-0.6987084326763795; 1; 
file 0_a0003 8.wav ; 38.74769465436492;306;-1.0020459756891076; 1; 
file 0_a0003 9.wav ; 43.700051516763956;700;-0.17434824450649866; 1; 
file 0_a0004 11.wav ; 33.998521376632475;414;-4.912733974543946; 1; 
file 0_a0004 14.wav ; 44.914038682729604;324;-0.4336570635724863; 1; 
file 0_a0004 15.wav ; 42.50685047380225;350;0.02615862344181794; 1; 
file 0_a0004 16.wav ; 69.43631424262684;350;-2.8246868103524374; 1; 
file 0_a0004 18.wav ; 27.279757284615098;314;0.13212086747106735; 1; 
file 0_a0004 2.wav ; 35.91507328516591;444;-6.145058168553153; 1; 
file 0_a0004 20.wav ; 14.138143245574701;400;-1.0693191250538545; 1; 
file 0_a0004 4.wav ; 14.197700288541728;300;-2.5111771506510876; 1; 
file 0_a0004 5.wav ; 25.774426104297067;300;-0.45962943306026277; 1; 
file 0_a0005 18.wav ; 39.81831469996477;354;-1.8735501442808096; 1; 
file 0_a0005 3.wav ; 14.259413064778538;300;-2.2657309550243947; 1; 
file 0_a0005 4.wav ; 24.62548249047784;312;-0.9718088013908939; 1; 
file 0_a0005.wav ; 35.71431777957327;400;-0.7809518877916669; 1; 
file 0_a0006 12.wav ; 41.616335686783486;316;-0.2829208655742254; 1; 
file 0_a0006 13.wav ; 69.34715840508827;350;-2.6619651803064617; 1; 
