filename,total_energy,total_F,total_SFM,speech
0_a0001_11.wav,13.796501611368358,316,-0.24607874459744905,1
0_a0001_12.wav,51.93348388827861,338,-0.5982031001807936,1
0_a0001_13.wav,58.4999171800106,340,-1.2498995907392327,1
0_a0001_18.wav,14.989568337446999,702,-0.7135906661815183,1
0_a0001_20.wav,48.81253962101483,488,-5.114415841798901,1
0_a0001_6.wav,32.857772593789676,448,-0.7270245306169238,1
0_a0001_8.wav,40.113643742470394,300,-0.26897004161049104,1
0_a0002_12.wav,48.20609741677394,516,-3.418555832525855,1
0_a0002_13.wav,29.89422528057384,492,-1.942902821709649,1
0_a0002_16.wav,43.79482930542422,338,-0.9150125118625164,1
0_a0002_17.wav,49.866755546222194,370,-1.569791759411815,1
0_a0002_8.wav,26.49761201737574,338,0.18417343862502203,1
0_a0002_9.wav,55.45514442118947,304,-0.2369286888965553,1
0_a0002.wav,41.5331862283361,358,-3.2952067799716285,1
0_a0003_10.wav,29.081920183307368,486,-1.8579460639167074,1
0_a0003_11.wav,12.903796797803935,310,-2.8062236114428587,1
0_a0003_13.wav,52.480366636417024,384,-4.3561628114452615,1
0_a0003_14.wav,46.31172524055455,308,-0.8848846692835122,1
0_a0003_21.wav,55.70346746254551,372,-3.160622359128632,1
0_a0003_4.wav,28.635345041557773,308,-0.6987084326763795,1
0_a0003_8.wav,38.74769465436492,306,-1.0020459756891076,1
0_a0003_9.wav,43.700051516763956,700,-0.17434824450649866,1
0_a0004_11.wav,33.998521376632475,414,-4.912733974543946,1
0_a0004_14.wav,44.914038682729604,324,-0.4336570635724863,1
0_a0004_15.wav,42.50685047380225,350,0.02615862344181794,1
0_a0004_16.wav,69.43631424262684,350,-2.8246868103524374,1
0_a0004_18.wav,27.279757284615098,314,0.13212086747106735,1
0_a0004_2.wav,35.91507328516591,444,-6.145058168553153,1
0_a0004_20.wav,14.138143245574701,400,-1.0693191250538545,1
0_a0004_4.wav,14.197700288541728,300,-2.5111771506510876,1
0_a0004_5.wav,25.774426104297067,300,-0.45962943306026277,1
0_a0005_18.wav,39.81831469996477,354,-1.8735501442808096,1
0_a0005_3.wav,14.259413064778538,300,-2.2657309550243947,1
0_a0005_4.wav,24.62548249047784,312,-0.9718088013908939,1
0_a0005.wav,35.71431777957327,400,-0.7809518877916669,1
0_a0006_12.wav,41.616335686783486,316,-0.2829208655742254,1
0_a0006_13.wav,69.34715840508827,350,-2.6619651803064617,1
0_a0006_15.wav,27.634571129496294,324,0.31893472485642094,1
0_a0006_17.wav,15.135763278668842,700,-0.980281721998341,1
0_a0006_19.wav,40.636653115468036,538,-4.396660652984894,1
0_a0006_3.wav,29.167698529760003,330,-0.8215766110464275,1
0_a0006_8.wav,42.255886102055804,2048,-0.1765280846522213,1
0_a0007_16.wav,69.37549646703084,350,-2.795053745796825,1
0_a0007_18.wav,27.539272588280106,376,0.08405728498160678,1
0_a0007_4.wav,27.325795190480076,436,-0.10107405151973747,1
0_a0008_15.wav,49.28154199154097,486,-4.225441920702014,1
0_a0008_16.wav,69.37109816481158,350,-2.6746194789187947,1
0_a0008_18.wav,42.651796342043276,300,-0.2484065426403195,1
0_a0008_4.wav,27.836516930065184,304,-0.17884391664218416,1
0_a0008_5.wav,26.140498579586943,318,0.021585605017185167,1
0_a0009_10.wav,55.53766204674336,540,-0.27690265879076037,1
0_a0009_11.wav,46.65769685742773,322,-0.5068357818409034,1
0_a0009_13.wav,69.33710555800636,350,-2.6815653057287423,1
0_a0009_15.wav,27.698008603951845,304,0.2309076940978245,1
0_a0009_16.wav,43.28401830082328,300,-1.0227403799030959,1
0_a0009_2.wav,28.912779472236284,318,-0.12168798467440636,1
0_a0009_5.wav,49.099736764425934,312,-1.3386530123528448,1
0_a0009_8.wav,46.642650251663234,302,-3.1070329385417503,1
0_a0010_10.wav,47.70988223938248,664,-3.9790049259824953,1
0_a0010_13.wav,44.31572241198233,372,-0.9391805771759245,1
0_a0010_3.wav,47.05648007548969,318,-3.7001907853821563,1
0_a0010_4.wav,32.03136673897928,322,-0.12980231757228788,1
0_a0010_7.wav,43.90115050184571,1024,-0.6354291983728007,1
0_a0011_10.wav,55.67419669885668,540,-0.28303261797494056,1
0_a0011_4.wav,28.71592433923285,482,0.22036163570960493,1
0_a0011_6.wav,42.5766768092264,1024,-0.30144848743697816,1
0_a0011_7.wav,30.027227403138706,500,-1.631291440155517,1
0_a0012_14.wav,39.66603405897369,300,-0.12385768780045144,1
0_a0012_4.wav,28.07123438659631,318,-0.38435270895797363,1
0_a0012_5.wav,39.13512292463769,310,-1.3241724034476365,1
0_a0012_8.wav,43.25555836410991,448,-1.979759599769182,1
0_a0012_9.wav,55.557460723639785,540,-0.32182351394896697,1
0_a0013_4.wav,28.371087261255976,360,0.10878819396193677,1
0_a0013_5.wav,38.33265305527075,310,-0.5959562232988641,1
0_a0013_8.wav,55.623265191127935,540,-0.30344253873190413,1
0_a0014_10.wav,49.60987905603657,350,-0.31588969817013673,1
0_a0014_11.wav,47.18529213321077,354,-2.605359500661738,1
0_a0014_12.wav,55.30950866359563,540,-0.24335089320216935,1
0_a0014_17.wav,40.67787370771132,300,-0.2719655220264387,1
0_a0014_5.wav,32.888071085080064,304,-0.5895449661969382,1
0_a0014_6.wav,56.424096436810885,552,-1.511204805990767,1
0_a0014_7.wav,39.72302615138168,482,-4.735197317584831,1
0_a0014_9.wav,40.856810576404946,412,0.32590800040294954,1
0_a0015_14.wav,57.97593232823865,1806,-0.4072004533274811,1
0_a0015_2.wav,24.064024531363053,300,0.2228290828080508,1
0_a0015.wav,51.420973926871625,614,-0.16775260752450102,1
0_a0016_12.wav,55.600772412746494,540,0.44476887112330216,1
0_a0016_5.wav,32.10441619616929,1916,-0.7439811166238229,1
0_a0016_8.wav,43.24983368416521,522,-3.734914592640511,1
0_a0016_9.wav,36.732323187407815,304,-0.7439256371800391,1
0_a0017_6.wav,38.84365349086356,514,-4.835454012310069,1
0_a0017_7.wav,42.81043772449628,320,-3.783609398690148,1
0_a0017_8.wav,38.743969998591304,510,-2.8026290964747287,1
0_a0018_11.wav,38.64457012872763,684,-0.3587211268070665,1
0_a0018_14.wav,38.67685206076119,422,-1.6809496489441549,1
0_a0018_16.wav,31.57081697691704,536,-1.2519412756693753,1
0_a0018.wav,51.48372089834705,1386,-0.16789395691219786,1
0_a0019_4.wav,45.0442791880777,634,-4.322238856637468,1
0_a0019_6.wav,20.15430844872056,848,-1.1689489888801643,1
0_a0019_8.wav,37.57310819420451,300,-0.5840402484409632,1
0_a0020_12.wav,59.80017494161797,1066,-4.472744656645312,1
0_a0020_14.wav,39.993617058413754,360,0.2625059393725242,1
0_a0020_2.wav,44.86480115349133,328,0.2641433896719584,1
0_a0020_4.wav,23.336163924652034,932,-0.5387721808062557,1
0_a0020_6.wav,35.59293433089801,308,-0.6321966436329709,1
0_a0020_7.wav,43.79124178602719,426,-3.9783880448524385,1
0_a0021_11.wav,60.09999723429126,3362,-1.1185138564170303,1
0_a0021_12.wav,58.68017058522339,1066,-3.317849219850786,1
0_a0021_14.wav,40.02496591780214,300,-0.1380219183962519,1
0_a0021.wav,40.25686216382468,330,0.05423227542132006,1
0_a0022_8.wav,24.1558063087835,866,0.06696656602271729,1
0_a0024_5.wav,48.55794897266877,406,-3.5157880913255504,1
0_a0024_6.wav,54.2688570168986,360,-3.859014359958764,1
0_a0024_7.wav,28.343119309190648,308,0.19413623020968984,1
0_a0025_10.wav,37.70605428425964,9000,0.19962952933206227,1
0_a0025_2.wav,41.9768424289162,406,-1.8072541666419077,1
0_a0025_3.wav,44.94874538429804,350,0.25985410359326616,1
0_a0026_10.wav,52.308213401714305,440,-2.1606825244635153,1
0_a0026_11.wav,58.47003083139001,300,-2.2482154472360487,1
0_a0026_13.wav,37.18599134308874,1790,0.3118410528000901,1
0_a0026_15.wav,51.99997273120818,308,-4.016176609925384,1
0_a0026_2.wav,39.31499402019507,360,-1.1186202313068414,1
0_a0026_5.wav,48.57447839557277,300,-1.9238223981783733,1
0_a0027_15.wav,44.479507201767284,412,-2.5628788322945155,1
0_a0027_4.wav,44.40159896533256,316,-0.23744516917022496,1
0_a0027_5.wav,44.178826475181076,334,-0.770823723628512,1
0_a0027_6.wav,48.393523725131274,350,-1.2257599154243723,1
0_a0027_8.wav,39.76203762827578,314,-1.8880684453485872,1
0_a0027_9.wav,32.17932153409787,334,-1.4949359932105766,1
0_a0028_12.wav,53.69980611632383,590,-3.675077906370131,1
0_a0028_15.wav,34.161824407885526,440,-2.541668514878248,1
0_a0028_16.wav,40.86181357557065,714,0.1236383592711643,1
0_a0028_3.wav,40.4490338546853,404,-1.1586921897004667,1
0_a0028.wav,28.326017385220148,360,-0.27136002983624985,1
0_a0029_11.wav,48.54476939125277,300,-0.02679747699892606,1
0_a0029_15.wav,43.87967577014087,392,-4.30354262792103,1
0_a0029_17.wav,41.69848622703949,302,-3.443080925140472,1
0_a0029_4.wav,39.475783120340914,404,-0.9025548846699918,1
0_a0029_5.wav,42.59341169427505,320,-0.8876331655347258,1
0_a0030_11.wav,50.876389623895356,308,0.13708322015857255,1
0_a0030_12.wav,24.914581216703624,458,-1.2153089845820944,1
0_a0030_14.wav,39.51018581262968,334,-0.3756802021435812,1
0_a0030_16.wav,35.963520042249435,360,-0.2208781804239453,1
0_a0031_16.wav,25.075235388053336,458,-1.2818337454682616,1
0_a0031_20.wav,41.31947747235194,5110,0.33138388863539225,1
0_a0031_3.wav,40.78149396417202,404,-0.9688020952299569,1
0_a0031.wav,26.980028051931583,300,-0.6456153520574189,1
0_a0032_11.wav,52.37353864518457,302,-2.5730660243406063,1
0_a0032_13.wav,59.75341738482007,308,-0.6281529937227626,1
0_a0032_14.wav,62.685602012792465,344,-3.8578017580819566,1
0_a0032_24.wav,47.88573576101961,466,-2.6343131460304794,1
0_a0032_7.wav,42.021381985923846,334,-0.555294153484228,1
0_a0032_8.wav,50.462719278021815,300,-0.5828246614830112,1
0_a0032_9.wav,35.13043789909408,332,-1.5598274099980214,1
0_a0032.wav,51.269924898015766,444,-4.262280625002178,1
0_a0033_10.wav,25.46496811162333,308,-2.3750773670446788,1
0_a0033_13.wav,42.023020846194036,1134,-1.6057259990455253,1
0_a0033_15.wav,62.13736759134237,398,-4.636470617224765,1
0_a0033_6.wav,41.65030850038067,338,-1.2224709729021734,1
0_a0033_7.wav,52.09469912708458,500,-0.9713151088054417,1
0_a0033_8.wav,72.53659153367236,320,-2.551994122446475,1
0_a0034_21.wav,54.90883083906639,462,-4.519900975992496,1
0_a0034_22.wav,41.974804205954115,300,-0.6591511889732563,1
0_a0034_3.wav,50.6924033542046,550,-0.6507816014382812,1
0_a0034_4.wav,42.79261891480867,430,-3.1884630477750786,1
0_a0034_5.wav,41.68202168237421,306,-0.8086306668474903,1
0_a0034_6.wav,51.17015777020077,300,-1.6226887280054785,1
0_a0035_11.wav,39.66664859226505,3126,-0.1583019528840467,1
0_a0035_12.wav,59.46278485000532,350,-0.552809687672307,1
0_a0035_13.wav,56.04453700128333,302,-5.229731872936455,1
0_a0035_23.wav,56.410694030546615,488,-4.128347987382972,1
0_a0035_3.wav,54.77496914169446,300,-1.7123756025388663,1
0_a0035_6.wav,58.4788024839795,5160,-1.3822979050374062,1
0_a0035_7.wav,70.13462349568962,454,-0.8737046425608441,1
0_a0035_8.wav,52.01349416818774,382,-3.2576522204213485,1
0_a0035_9.wav,38.16890390680664,4674,-1.0069974124207215,1
0_a0035.wav,51.81166009410625,1150,-0.5685669429994779,1
0_a0036_15.wav,63.377759567934014,450,-0.23667894556950864,1
