speech, Avgf0, Avgf1, Avgf2, Avgf3, Avgf4, Avgf5, Avgf6, Avgf7, Avgf8, Avgf9, Avgf10, Avgf11, Avgf12, filename
yes,3.41279217041,4.73954657423,6.07877893045,6.1858902284,6.15705017549,6.54738562012,7.33584253645,7.7186018682,8.05007578835,8.33400203949,8.44866633277,8.39545691933,9.26923241972,0_listens1-audio-24-05-2014-15_40_24.wav
yes,3.35683045563,4.61527977221,6.00767860789,6.33766234317,6.44706240372,6.5211948091,7.07358245319,7.70616852159,8.08289355719,7.98440457721,8.1133903256,8.28333152681,9.33326103073,0_listens1-audio-24-05-2014-15_45_25.wav
yes,4.79623029755,6.24221460213,7.50648741375,7.07827330923,7.19724564879,7.54597512108,7.37100593349,7.40492056733,7.58035483339,8.04063767304,8.34362657922,8.34099361903,8.24806442271,0_listens1-audio-24-05-2014-15_55_26.wav
yes,6.61930940245,8.07703253675,8.62464499391,8.58694817848,8.50069432316,8.88911928341,9.04321161028,9.04743456235,9.14064436406,9.26745471227,9.49729317951,9.77569716778,10.1758368997,0_listens1-audio-24-05-2014-16_00_26.wav
yes,8.32780563475,9.39602584311,9.91932508058,10.0537811819,10.2962956288,10.7305553813,10.9836010999,10.9496528675,11.000143008,11.0965868707,11.2445477715,11.4447289569,11.5572241692,0_listens1-audio-24-05-2014-16_05_27.wav
yes,5.98907740036,7.37550804349,7.84012962634,7.70870120864,7.7103196173,7.82483728248,7.98247369817,8.14705421276,8.25634120011,8.51543059552,8.8171688689,9.09947291515,9.21192115416,0_listens1-audio-24-05-2014-16_15_28.wav
yes,9.57135762328,10.4770449111,10.7945937892,10.8356290498,10.666927869,10.9509192505,11.2322866119,11.306889561,11.5082004671,11.6515316815,11.5817212048,11.6035271774,11.5066100512,0_listens1-audio-24-05-2014-16_30_29.wav
yes,6.39433019999,7.84334453098,8.26833088313,8.5311579723,8.60809032852,8.96412824382,9.18465599142,9.35192677909,9.64471648344,9.84491159533,9.95152044357,10.0156123683,10.0484745458,0_listens1-audio-24-05-2014-16_35_29.wav
yes,5.18310535715,6.63546505538,8.05009979949,8.5805416484,8.40375438917,8.59803237473,9.069384596,8.65576164322,8.78662386423,8.62926349532,8.41296569016,8.65702653944,8.71526448289,0_listens1-audio-24-05-2014-16_40_30.wav
yes,6.25406382936,8.48461352674,9.08698780857,8.80541793111,8.70055784041,9.09693141485,9.24101824568,8.88302049276,8.5024469093,8.49412128066,8.66136645509,9.10850369901,9.42614634241,0_listens1-audio-24-05-2014-16_45_30.wav
