2_b0022 12.wav;66.85897842735844;324;-1.508769429647264;1 
2_b0022 13.wav;50.10813552851085;334;-5.914991757635963;1 
2_b0022 15.wav;65.15491964117355;394;-5.608545182959478;1 
2_b0022 6.wav;60.22189071128021;348;-5.465249834249685;1 
2_b0022 8.wav;74.37773598733601;390;-5.198769249594735;1 
2_b0022 9.wav;73.03270136752327;322;-4.324029608961084;1 
2_b0023 12.wav;68.76303430902564;410;-5.676038791750485;1 
2_b0023 13.wav;68.06148231354673;310;-2.4597967319929817;1 
2_b0023 14.wav;53.5337485803074;368;-5.5921309536424735;1 
2_b0023 2.wav;42.37700597739679;380;-1.231000911480794;1 
2_b0023 3.wav;73.04941273449337;326;-3.9004103952100815;1 
2_b0023 6.wav;68.62788474953611;304;-2.8383310671952833;1 
2_b0023 7.wav;54.15773439511988;360;-4.453638684918971;1 
2_b0023 9.wav;77.61293448646417;364;-5.291594403375106;1 
2_b0023.wav;61.43709513979348;366;-2.3836398884993955;1 
2_b0024 11.wav;78.23239264190612;400;-4.704919945704661;1 
2_b0024 12.wav;60.96852352765918;438;-4.288579986711736;1 
2_b0024 14.wav;66.2150900873801;382;-3.401165354268285;1 
2_b0024 15.wav;51.67820973445483;342;-5.141431440645071;1 
2_b0024 2.wav;62.29179243017346;386;-2.8698525393008176;1 
2_b0024 4.wav;57.67439785152419;366;-4.51848259928044;1 
2_b0024 5.wav;72.26740097665191;314;-6.331566886332591;1 
2_b0024 9.wav;75.68070956575664;476;-6.252251413311867;1 
2_b0025 12.wav;44.1972525118051;1752;-1.8135334351037786;1 
2_b0025 15.wav;51.454606475146;442;-1.4163545816366023;1 
2_b0025 16.wav;49.69821804815233;398;-4.673938338387417;1 
2_b0025.wav;45.26038848018514;364;-4.612230743625721;1 
2_b0026 13.wav;77.31862052611292;520;-6.068505397010599;1 
2_b0026 15.wav;66.59865814900884;410;-3.1139138444730623;1 
2_b0026 16.wav;66.01090626792573;352;-2.286955924305039;1 
2_b0026 17.wav;51.224878511595456;388;-3.2577076371405718;1 
2_b0026 18.wav;52.004043463004315;324;-4.32880025103402;1 
2_b0026 6.wav;63.640318377246004;314;-3.9184657837855066;1 
2_b0026 7.wav;62.86975130696895;368;-0.7967648618464761;1 
2_b0026 9.wav;68.68698886670522;826;-2.8798480199096317;1 
2_b0026.wav;70.41889867170472;466;-1.6531204694936878;1 
2_b0027 10.wav;18.9299809713532;764;-1.719487987109456;1 
2_b0027 14.wav;64.83586303651177;2452;-2.8949303638963735;1 
2_b0027 15.wav;72.40112959866386;382;-1.6254679232273261;1 
2_b0027 2.wav;69.56723242459226;340;-1.9773218639461858;1 
2_b0027 4.wav;69.4461152907056;380;-4.100764613465712;1 
2_b0027 7.wav;57.974712135938695;480;-1.748863707603805;1 
2_b0027 8.wav;62.93834322995242;444;-6.051541771828528;1 
2_b0028 10.wav;47.13174379167757;300;-1.253936212534098;1 
2_b0028 14.wav;61.32192495091709;322;-2.7108069850759504;1 
2_b0028 15.wav;71.3792014415727;316;-0.6602118563975385;1 
2_b0028 16.wav;51.68913660783208;408;-5.023313244798348;1 
2_b0028 2.wav;71.53094557832621;348;-0.7627468776168999;1 
2_b0028 6.wav;61.56434441474973;300;-0.2843379298136386;1 
2_b0028 8.wav;67.72792162324382;324;-1.4221468345104245;1 
2_b0028.wav;61.70160003222372;364;-2.6258083081053263;1 
2_b0029 12.wav;70.15188713512795;524;-1.5010047691437947;1 
2_b0029 5.wav;68.3389710247745;374;-3.243677344202999;1 
2_b0029 6.wav;56.018579027451196;354;-5.303891986208059;1 
2_b0029 7.wav;63.677278176931544;344;-2.1790458790816287;1 
2_b0029 8.wav;68.41609194385036;542;-6.613037876839003;1 
2_b0029 9.wav;67.36065580116637;318;-2.4274305019958353;1 
2_b0030 11.wav;49.80361212894239;374;-3.1787377522152966;1 
2_b0030 4.wav;71.25442284698498;406;-1.6491853596324082;1 
2_b0030 6.wav;50.79394902175019;356;-2.4499891082754788;1 
2_b0030 7.wav;61.24575649942313;366;-1.3500309913434176;1 
2_b0030 8.wav;59.0910636201286;362;-3.8512612984471897;1 
2_b0031 3.wav;67.36852118782325;334;-2.447083166507773;1 
2_b0031 5.wav;56.250607251446866;354;-4.494551463195555;1 
2_b0031 6.wav;66.37754845166053;336;-3.6218331378655297;1 
2_b0031 7.wav;66.78575963838537;362;-6.8025393854737555;1 
2_b0032 12.wav;54.073730847198526;2658;-3.1957965103239507;1 
2_b0033 11.wav;66.88652604442379;350;-2.2688814173420213;1 
2_b0033 12.wav;53.433615726194475;674;-2.994799308718416;1 
2_b0034 3.wav;63.47565271253665;540;-3.9638609299834777;1 
2_b0034 8.wav;70.58048175848697;342;-2.139649322755423;1 
2_b0035 10.wav;69.01535813385841;338;-1.5809784569531669;1 
2_b0035 9.wav;64.40518578313382;542;-2.1095481777572704;1 
2_b0036 11.wav;68.35328841553329;388;-3.176946671963741;1 
2_b0036 5.wav;48.60433309333267;308;-4.918462973101335;1 
2_b0036 6.wav;41.744176359522854;530;-6.444729566337314;1 
2_b0036 7.wav;67.2318103857975;472;-0.8414242633341472;1 
2_b0036 9.wav;56.44936224662683;494;-3.902964090181132;1 
2_b0037 11.wav;60.023227840633076;470;-3.7274962769093176;1 
2_b0037 6.wav;61.069784270004526;308;-3.839855337183641;1 
2_b0037 7.wav;66.75396653992247;332;-2.9205648396356048;1 
2_b0037 8.wav;57.95150273275434;626;-4.9302410441004545;1 
2_b0038 13.wav;63.20971279360706;344;-2.3620461561545882;1 
2_b0038 2.wav;48.501675617418755;456;-1.3328659818096293;1 
2_b0038 3.wav;67.65802642834477;326;-2.045976088875024;1 
2_b0038 6.wav;62.445253110368235;432;-4.8626543554632615;1 
2_b0038 9.wav;68.51199117354078;348;-0.5840682992684774;1 
2_b0039 14.wav;49.618912692794474;532;-2.0346179232365267;1 
2_b0039 2.wav;44.033073670464965;612;-2.3813159583582046;1 
2_b0039 6.wav;65.61462716969173;348;-0.48511355840778436;1 
2_b0039 7.wav;56.68929243128846;368;-2.844424082019391;1 
2_b0039 8.wav;55.8510026671236;408;-6.6135369879919645;1 
2_b0040 10.wav;70.59278860747386;370;-2.725553290682404;1 
2_b0040 13.wav;53.44148941971782;302;-3.6903139323143033;1 
2_b0040 7.wav;67.01719621848828;562;-3.9817373606727235;1 
2_b0041 10.wav;51.90103468565134;514;-4.113704974329232;1 
2_b0041 13.wav;47.91411860725358;768;-1.040224379587874;1 
2_b0041 17.wav;62.01140374154598;336;-1.3627403459901932;1 
2_b0041 2.wav;35.956287874979196;584;-3.212205991239999;1 
2_b0041 4.wav;62.47366510491167;388;-4.665282272891938;1 
2_b0041 6.wav;66.86060927057727;378;-1.8245280726808801;1 
